Date,Close (R$),Open (R$),High (R$),Low (R$),Volume (R$),Variation (%)
1994-01-09,0.15,0.14,0.16,0.13,1980000.00,7.14
1994-01-16,0.19,0.15,0.19,0.15,2090000.00,26.67
1994-01-23,0.19,0.18,0.21,0.16,1470000.00,0.00
1994-01-30,0.23,0.19,0.25,0.18,2300000.00,21.05
1994-02-06,0.30,0.24,0.30,0.22,2300000.00,30.43
1994-02-13,0.26,0.30,0.32,0.26,887180.00,-13.33
1994-02-20,0.26,0.28,0.32,0.25,4930000.00,0.00
1994-02-27,0.30,0.27,0.31,0.26,3120000.00,15.38
1994-03-06,0.35,0.30,0.37,0.30,3420000.00,16.67
1994-03-13,0.39,0.36,0.43,0.35,2610000.00,11.43
1994-03-20,0.42,0.38,0.42,0.35,2890000.00,7.69
1994-03-27,0.43,0.44,0.45,0.39,1010000.00,2.38
1994-04-03,0.44,0.40,0.45,0.38,1690000.00,2.33
1994-04-10,0.39,0.46,0.50,0.37,1720000.00,-11.36
1994-04-17,0.35,0.40,0.41,0.32,1820000.00,-10.26
1994-04-24,0.42,0.36,0.44,0.34,1950000.00,20.00
1994-05-01,0.33,0.41,0.43,0.30,1560000.00,-21.43
1994-05-08,0.37,0.35,0.41,0.30,1870000.00,12.12
1994-05-15,0.54,0.38,0.56,0.34,3950000.00,45.95
1994-05-22,0.60,0.55,0.64,0.53,2030000.00,11.11
1994-05-29,0.63,0.62,0.66,0.59,1640000.00,5.00
1994-06-05,0.78,0.66,0.79,0.64,2720000.00,23.81
1994-06-12,0.82,0.81,0.83,0.74,1880000.00,5.13
1994-06-19,0.76,0.82,0.86,0.73,1470000.00,-7.32
1994-06-26,0.88,0.74,0.95,0.74,1480000.00,15.79
1994-07-03,1.12,0.88,1.13,0.86,2500000.00,27.27
1994-07-10,1.14,1.13,1.17,1.05,1940000.00,1.79
1994-07-17,1.07,1.14,1.15,1.04,1380000.00,-6.14
1994-07-24,1.14,1.09,1.16,1.07,978660.00,6.54
1994-07-31,1.15,1.11,1.19,1.08,2000000.00,0.88
1994-08-07,1.14,1.13,1.19,1.10,1550000.00,-0.87
1994-08-14,1.34,1.13,1.35,1.13,3740000.00,17.54
1994-08-21,1.32,1.36,1.44,1.29,3040000.00,-1.49
1994-08-28,1.52,1.31,1.61,1.29,4400000.00,15.15
1994-09-04,1.55,1.38,1.58,1.35,3780000.00,1.97
1994-09-11,1.61,1.52,1.68,1.51,3500000.00,3.87
1994-09-18,1.51,1.63,1.65,1.49,3570000.00,-6.21
1994-09-25,1.56,1.52,1.60,1.39,2960000.00,3.31
1994-10-02,1.30,1.57,1.58,1.19,3560000.00,-16.67
1994-10-09,1.24,1.31,1.37,1.23,2590000.00,-4.62
1994-10-16,1.14,1.24,1.29,1.12,2600000.00,-8.06
1994-10-23,1.25,1.14,1.25,1.04,3310000.00,9.65
1994-10-30,1.13,1.27,1.27,1.07,1460000.00,-9.60
1994-11-06,1.22,1.15,1.28,1.14,1800000.00,7.96
1994-11-13,1.14,1.24,1.25,1.09,1310000.00,-6.56
1994-11-20,1.08,1.14,1.14,0.97,2170000.00,-5.26
1994-11-27,1.09,1.08,1.20,1.05,1930000.00,0.93
1994-12-04,1.10,1.08,1.15,1.06,1660000.00,0.92
1994-12-11,1.14,1.11,1.19,1.07,2860000.00,3.64
1994-12-18,1.01,1.14,1.24,0.92,4060000.00,-11.40
1994-12-25,0.99,1.02,1.05,0.88,2120000.00,-1.98
1995-01-01,0.82,0.99,1.01,0.80,2000000.00,-17.17
1995-01-08,0.91,0.81,0.92,0.66,4150000.00,10.98
1995-01-15,0.84,0.92,0.95,0.77,2860000.00,-7.69
1995-01-22,0.84,0.82,0.89,0.78,2480000.00,0.00
1995-01-29,0.89,0.80,0.91,0.77,3010000.00,5.95
1995-02-05,0.77,0.89,0.92,0.76,1760000.00,-13.48
1995-02-12,0.77,0.80,0.83,0.67,2630000.00,0.00
1995-02-19,0.80,0.77,0.84,0.66,2470000.00,3.90
1995-02-26,0.72,0.76,0.76,0.68,737590.00,-10.00
1995-03-05,0.58,0.70,0.73,0.46,3530000.00,-19.44
1995-03-12,0.66,0.58,0.68,0.52,2890000.00,13.79
1995-03-19,0.68,0.67,0.70,0.58,2110000.00,3.03
1995-03-26,0.58,0.68,0.73,0.57,2050000.00,-14.71
1995-04-02,0.61,0.55,0.66,0.54,1990000.00,5.17
1995-04-09,0.57,0.61,0.61,0.54,915740.00,-6.56
1995-04-16,0.63,0.56,0.64,0.56,2260000.00,10.53
1995-04-23,0.78,0.64,0.81,0.63,3420000.00,23.81
1995-04-30,0.86,0.77,0.89,0.76,2390000.00,10.26
1995-05-07,0.83,0.86,0.89,0.81,2460000.00,-3.49
1995-05-14,0.83,0.85,0.87,0.76,3150000.00,0.00
1995-05-21,0.86,0.83,0.90,0.83,2430000.00,3.61
1995-05-28,0.87,0.85,0.88,0.78,2620000.00,1.16
1995-06-04,0.80,0.89,0.91,0.79,2580000.00,-8.05
1995-06-11,0.76,0.79,0.81,0.74,1450000.00,-5.00
1995-06-18,0.73,0.76,0.78,0.70,1770000.00,-3.95
1995-06-25,0.72,0.72,0.76,0.71,1600000.00,-1.37
1995-07-02,0.83,0.73,0.83,0.71,2160000.00,15.28
1995-07-09,0.87,0.84,0.88,0.82,2020000.00,4.82
1995-07-16,0.80,0.87,0.87,0.78,2160000.00,-8.05
1995-07-23,0.80,0.79,0.82,0.79,935600.00,0.00
1995-07-30,0.86,0.79,0.86,0.78,1720000.00,7.50
1995-08-06,0.82,0.85,0.90,0.81,2110000.00,-4.65
1995-08-13,0.80,0.80,0.86,0.78,1930000.00,-2.44
